Category,Evidence,Quality,autoimmune,Parent,Disease,Syn,SNOMED,ConceptID,Profile,pubmed,Citation,prevtype,Prevalence_Description,prevnotes,min_rate,max_rate, denom , us_cases_min ,us_cases_max,us_cases_mean,rateper100k,Antibodies,Rose_Mackay Citation,Pubmed Evidence (incomplete)
Systemic,Antibody,Strong,Autoimmune,Systemic lupus erythematosus,Systemic lupus erythematosus,C,55464009,255891,,https://pubmed.ncbi.nlm.nih.gov/33474834/,Izmirly 2021,P,"65.3 to 81.0 cases per 100,000",,65.3,81," 100,000 "," 217,645 "," 269,973 "," 243,809 ", 73.2 ,,"Although there are a few nonimmunologic laboratory characteristics of SLE, these are not specific (Aranow et al., 2011; Reeves et al., 2011). Immunological tests, which are specific to most autoimmune diseases such as lupus, include the presence of specific cytotoxic lymphocytes and a variety of autoantibodies, including a persistently positive antinuclear antibody (ANA). The diagnostic utility of test procedures for ANA is described in Chapter 77. Laboratory data in the form of an isolated false-positive syphilis test, a low platelet count, elevated partial thromboplastin time (PTT), or leukopenia may suggest many other diseases that are often considered before SLE. SLE is a clinical diagnosis that depends on a careful history and physical examination. Autoantibodies are frequently associated with no disease and occur in normal people; they alone support but are not diagnostic of the disease. A history of specific medication is particularly important, as reversible drug-induced lupus is responsible for some 10% of cases (Yung and Richardson, 2011) and is often seen in older patients, particularly males. Lupus can be related to other illnesses that can occur in the patient's family such as rheumatoid arthritis (RA), ITP, and multiple sclerosis.

The Autoimmune Diseases . Elsevier Science. Kindle Edition. ",
Systemic,Antibody,Strong,Autoimmune,Systemic lupus erythematosus,Lupus,S,55464009,,,,,,,,,,,0,0,0, -   ,,,
Systemic,Unconfirmed,Immune related,Unconfirmed,Systemic mast cell disease,Systemic mast cell disease,N,397016004,4246284,"Systemic mastocytosis is caused when too many mast cells accumulate in the body. It is not an autoimmune disease, but a disease of the immune system, specifically mast cells. Mast cells transport histamine, which is involved in allergic responses.  

When mastocytosis is limited to the skin, it is called cutaneous mastocytosis, and is a less severe form of the disease.",https://pmc.ncbi.nlm.nih.gov/articles/PMC11799073/,Jørgensen 2025,P,"GARD suggests under 200,000 and cites the value for the cutaneous form","27.43 per 100,000",25.95,28.96," 100,000 "," 86,491 "," 96,524 "," 91,508 ", 27.5 ,,No mention,
Systemic,Antibody,Strong,Autoimmune,Systemic sclerosis,Systemic sclerosis,N,89155008,134442,"Scleroderma is an autoimmune, rheumatic, and chronic disease that affects the body by hardening connective tissue. This disease may also cause issues in the blood vessels, organs, and digestive tract. Scleroderma is characterized as limited or diffuse, referring to the degree of skin involvement, but can both involve any vascular or organ symptoms. These symptoms occur when the body produces too much collagen, which builds up the body’s connective tissues. People who usually get scleroderma are those between the ages of 30 and 50 and tend to be female at birth.",https://pubmed.ncbi.nlm.nih.gov/22269658/,Barnes 2012,P,"15.0 to 30.0 cases per 100,000",,15,30," 100,000 "," 49,995 "," 99,990 "," 74,993 ", 22.5 ,,"There is a wide range of autoantibodies found in SSc and nuclear antigens represent the primary target for these antibodies. ANA are found in more than 90% of SSc patients (Medsger and Steen, 1996). Anti-Scl-70 and ACA are highly specific for SSc and support the clinical diagnosis of the disease (Reveille et al., 2003). The virtual mutually exclusive existence of these antibodies in different disease subtypes and their correlation with certain disease complications raises the likelihood that different disease processes lead to the development of these serological variations (Castro and Jimenez, 2010; Bunn and Black, 1999). Both PDGF receptor-specific antibodies and AECA seem to be involved in SSc pathogenesis. PDGF plays an important role in the fibrotic process of SSc. Stimulatory autoantibodies against PDGF receptors were detected in SSc sera (Baroni et al., 2006); upon binding to the receptors, the RAR-ERK1/2 pathway is induced and increases the level of reactive oxygen species (ROS), and the persistence of ROS and ERK1/2 favor an increased collagen gene expression (Svegliati et al., 2005).

The Autoimmune Diseases . Elsevier Science. Kindle Edition. ",
Systemic,Antibody,Strong,Autoimmune,Systemic sclerosis,Diffuse Systemic sclerosis,S,89155008,,,,,,,,,,,0,0,0, -   ,,,
Systemic,Antibody,Strong,Autoimmune,Systemic sclerosis,Scleroderma,S,89155008,,,,,,,,,,,0,0,0, -   ,,,
Systemic,Antibody,Strong,Autoimmune,Systemic sclerosis,Systemic scleroderma,S,89155008,134442,,https://pubmed.ncbi.nlm.nih.gov/22269658/,Barnes 2012,P,"15.0 to 30.0 cases per 100,000",,15,30," 100,000 "," 49,995 "," 99,990 "," 74,993 ", 22.5 ,,"There is a wide range of autoantibodies found in SSc and nuclear antigens represent the primary target for these antibodies. ANA are found in more than 90% of SSc patients (Medsger and Steen, 1996). Anti-Scl-70 and ACA are highly specific for SSc and support the clinical diagnosis of the disease (Reveille et al., 2003). The virtual mutually exclusive existence of these antibodies in different disease subtypes and their correlation with certain disease complications raises the likelihood that different disease processes lead to the development of these serological variations (Castro and Jimenez, 2010; Bunn and Black, 1999). Both PDGF receptor-specific antibodies and AECA seem to be involved in SSc pathogenesis. PDGF plays an important role in the fibrotic process of SSc. Stimulatory autoantibodies against PDGF receptors were detected in SSc sera (Baroni et al., 2006); upon binding to the receptors, the RAR-ERK1/2 pathway is induced and increases the level of reactive oxygen species (ROS), and the persistence of ROS and ERK1/2 favor an increased collagen gene expression (Svegliati et al., 2005).

The Autoimmune Diseases . Elsevier Science. Kindle Edition. ",
Systemic,Antibody Suspected,Strong,Autoimmune,Systemic sclerosis with limited cutaneous involvement,Limited cutaneous systemic sclerosis,T,31848007,4135937,"CREST is a subtype of scleroderma, a connective tissue disease characterized by changes in the skin, blood vessels, skeletal muscles, and internal organs. CREST is the acronym for the clinical features seen in individuals with the disease :                        

C - Calcinosis: calcium deposits in the connective tissues

R - Raynaud's phenomenon: where the hands and feet turn white and cold and then blue, in response to cold or anxiety.

E - Esophageal dysfunction:  where a person has difficulty swallowing 

S - Sclerodactyly: thick and tight skin on the fingers, caused by an excess of collagen deposits within skin layers.

T - Telangiectasia: small red spots on the hands and face that are caused by the swelling of tiny blood vessels.

To be diagnosed with CREST, you must have 3 out of the 5 symptoms.",https://pubmed.ncbi.nlm.nih.gov/36686888/,Efrimescu 2023,,,,,,,,,, -   ,,,
Systemic,Antibody Suspected,Strong,Autoimmune,Systemic sclerosis with limited cutaneous involvement,Systemic sclerosis sine scleroderma,T,128461001,4027230,"CREST is a subtype of scleroderma, a connective tissue disease characterized by changes in the skin, blood vessels, skeletal muscles, and internal organs. CREST is the acronym for the clinical features seen in individuals with the disease :                        

C - Calcinosis: calcium deposits in the connective tissues

R - Raynaud's phenomenon: where the hands and feet turn white and cold and then blue, in response to cold or anxiety.

E - Esophageal dysfunction:  where a person has difficulty swallowing 

S - Sclerodactyly: thick and tight skin on the fingers, caused by an excess of collagen deposits within skin layers.

T - Telangiectasia: small red spots on the hands and face that are caused by the swelling of tiny blood vessels.

To be diagnosed with CREST, you must have 3 out of the 5 symptoms.",https://pubmed.ncbi.nlm.nih.gov/36686888/,Efrimescu 2023,,,5% of those with systemic sclerosis (Note: overlaps exist among types),,,, -   , -   , -   , -   ,,,
Systemic,Antibody Suspected,Strong,Autoimmune,Systemic sclerosis with limited cutaneous involvement,dcSSc,A,298285004,,"CREST is a subtype of scleroderma, a connective tissue disease characterized by changes in the skin, blood vessels, skeletal muscles, and internal organs. CREST is the acronym for the clinical features seen in individuals with the disease :                        

C - Calcinosis: calcium deposits in the connective tissues

R - Raynaud's phenomenon: where the hands and feet turn white and cold and then blue, in response to cold or anxiety.

E - Esophageal dysfunction:  where a person has difficulty swallowing 

S - Sclerodactyly: thick and tight skin on the fingers, caused by an excess of collagen deposits within skin layers.

T - Telangiectasia: small red spots on the hands and face that are caused by the swelling of tiny blood vessels.

To be diagnosed with CREST, you must have 3 out of the 5 symptoms.",https://pubmed.ncbi.nlm.nih.gov/36686888/,Efrimescu 2023,,,,,,,,,, -   ,,,
Systemic,Antibody Suspected,Strong,Autoimmune,Systemic sclerosis with limited cutaneous involvement,lcSSc,A,298285004,,,,,,".26 to .33 cases per 100,000",,0.26,0.33," 100,000 ",,,,,,"Electromyography will confirm a disorder of neurotransmission, although a significant increase in the compound muscle action potential following a period of exercise or high frequency stimulation allows electrophysiological differentiation from MG. Serological confirmation involves detection of antibodies against the P/Q type voltage-gated calcium channels which are found in approximately 90% of LEMS cases, and are invariably present in paraneoplastic SCLC cases (see below). To detect the antibodies, the P/Q type VGCCs are extracted from mammalian brain, labeled with 125I ω-conotoxin which binds specifically to these VGCCs, and used in an RIA. In addition antibodies against N type (30–40%) and L type (25%) VGCCs may be present (Johnston et al., 1994; Motomura et al., 1997). Other antibodies which have been identified include those against synaptotagmin (Takamori et al., 1995) and more recently against SOX-1 in 65% of paraneoplastic cases and around 5% of non-paraneoplastic cases (Sabater et al., 2008; Titulaer et al., 2009).

The Autoimmune Diseases . Elsevier Science. Kindle Edition. ",
Systemic,Antibody Suspected,Strong,Autoimmune,Systemic sclerosis with limited cutaneous involvement,Systemic sclerosis with limited cutaneous involvement,N,298285004,4185187,"Systemic sclerosis with limited cutaneous involvement, formerly called CREST, is a subtype of scleroderma, a connective tissue disease characterized by changes in the skin, blood vessels, skeletal muscles, and internal organs. CREST is the acronym for the clinical features seen in individuals with the disease :                        

C - Calcinosis: calcium deposits in the connective tissues

R - Raynaud's phenomenon: where the hands and feet turn white and cold and then blue, in response to cold or anxiety.

E - Esophageal dysfunction:  where a person has difficulty swallowing 

S - Sclerodactyly: thick and tight skin on the fingers, caused by an excess of collagen deposits within skin layers.

T - Telangiectasia: small red spots on the hands and face that are caused by the swelling of tiny blood vessels.

To be diagnosed with CREST, you must have 3 out of the 5 symptoms.",https://pubmed.ncbi.nlm.nih.gov/36686888/,Efrimescu 2023,,,70%-80%% of those with systemic sclerosis (Note: overlaps exist among types),,,, -   , -   , -   , -   ,,,
Systemic,Antibody Suspected,Strong,Autoimmune,Systemic sclerosis with limited cutaneous involvement,CREST syndrome,S,298285004,,"CREST is a subtype of scleroderma, a connective tissue disease characterized by changes in the skin, blood vessels, skeletal muscles, and internal organs. CREST is the acronym for the clinical features seen in individuals with the disease :                        

C - Calcinosis: calcium deposits in the connective tissues

R - Raynaud's phenomenon: where the hands and feet turn white and cold and then blue, in response to cold or anxiety.

E - Esophageal dysfunction:  where a person has difficulty swallowing 

S - Sclerodactyly: thick and tight skin on the fingers, caused by an excess of collagen deposits within skin layers.

T - Telangiectasia: small red spots on the hands and face that are caused by the swelling of tiny blood vessels.

To be diagnosed with CREST, you must have 3 out of the 5 symptoms.",,,,,,,,,,,, -   ,,,
